TestID,SortedArray,TimeComplexity(ns),SpaceComplexity(bytes),ArraySize,ArrayType,SortingMethod,TestPassed,Exception,ExecutionTime
TC_3,"['hdfjt', 'dkolj', 'ccyzo', 'asvkc', 'wryts', 'nmccf', 'anicv', 'bmpve', 'tpicv', 'mpgue', 'doebd', 'lpepj', 'dmhzn', 'bjcxv', 'uyixw', 'lgqca', 'ukbmy', 'qvmra', 'peasf', 'vkati', 'wesso', 'bpfdg', 'iaylr', 'bvomc', 'nkcnj', 'exmen', 'usvkf', 'vagwd', 'jskrx', 'zminn']",103200,26624,30,String,sortQuickSort,true,None,2025-02-11 16:41:51
TC_3,"['hdfjt', 'dkolj', 'ccyzo', 'asvkc', 'wryts', 'nmccf', 'anicv', 'bmpve', 'tpicv', 'mpgue', 'doebd', 'lpepj', 'dmhzn', 'bjcxv', 'uyixw', 'lgqca', 'ukbmy', 'qvmra', 'peasf', 'vkati', 'wesso', 'bpfdg', 'iaylr', 'bvomc', 'nkcnj', 'exmen', 'usvkf', 'vagwd', 'jskrx', 'zminn']",154100,26624,30,String,sortSelectionSort,true,None,2025-02-11 16:41:51
TC_3,"['hdfjt', 'dkolj', 'ccyzo', 'asvkc', 'wryts', 'nmccf', 'anicv', 'bmpve', 'tpicv', 'mpgue', 'doebd', 'lpepj', 'dmhzn', 'bjcxv', 'uyixw', 'lgqca', 'ukbmy', 'qvmra', 'peasf', 'vkati', 'wesso', 'bpfdg', 'iaylr', 'bvomc', 'nkcnj', 'exmen', 'usvkf', 'vagwd', 'jskrx', 'zminn']",110200,26624,30,String,sortInsertionSort,true,None,2025-02-11 16:41:51
TC_3,"['hdfjt', 'dkolj', 'ccyzo', 'asvkc', 'wryts', 'nmccf', 'anicv', 'bmpve', 'tpicv', 'mpgue', 'doebd', 'lpepj', 'dmhzn', 'bjcxv', 'uyixw', 'lgqca', 'ukbmy', 'qvmra', 'peasf', 'vkati', 'wesso', 'bpfdg', 'iaylr', 'bvomc', 'nkcnj', 'exmen', 'usvkf', 'vagwd', 'jskrx', 'zminn']",148900,26624,30,String,sortHeapSort,true,None,2025-02-11 16:41:51
TC_3,"['hdfjt', 'dkolj', 'ccyzo', 'asvkc', 'wryts', 'nmccf', 'anicv', 'bmpve', 'tpicv', 'mpgue', 'doebd', 'lpepj', 'dmhzn', 'bjcxv', 'uyixw', 'lgqca', 'ukbmy', 'qvmra', 'peasf', 'vkati', 'wesso', 'bpfdg', 'iaylr', 'bvomc', 'nkcnj', 'exmen', 'usvkf', 'vagwd', 'jskrx', 'zminn']",127200,26624,30,String,sortMergeSort,true,None,2025-02-11 16:41:51
TC_4,"['bnrbb', 'shhhv', 'tykei', 'pbwib', 'vibld', 'lmxfr', 'tjsra', 'ztanf', 'mvxql', 'vilny', 'xsvko', 'tflon', 'pethl', 'rxoly', 'mtxiq', 'lrzrc', 'sfmnr', 'jhwwm', 'lquhi', 'zcuxp', 'efjrh', 'iotzg', 'kutei', 'suzot', 'yfdhr', 'aiqis', 'jypuy', 'obkiu', 'gxjwc', 'qpaov', 'eaxro', 'xpyqh', 'ymait', 'wzdau', 'hidyg', 'puynn', 'xmudw', 'trqog', 'xvlag', 'sfnqd', 'rhnnn', 'fpqlp', 'zuyow', 'gbwfv', 'ssfcc', 'iprlj']",265200,26688,46,String,sortBubbleSort,true,None,2025-02-11 16:41:51
TC_4,"['bnrbb', 'shhhv', 'tykei', 'pbwib', 'vibld', 'lmxfr', 'tjsra', 'ztanf', 'mvxql', 'vilny', 'xsvko', 'tflon', 'pethl', 'rxoly', 'mtxiq', 'lrzrc', 'sfmnr', 'jhwwm', 'lquhi', 'zcuxp', 'efjrh', 'iotzg', 'kutei', 'suzot', 'yfdhr', 'aiqis', 'jypuy', 'obkiu', 'gxjwc', 'qpaov', 'eaxro', 'xpyqh', 'ymait', 'wzdau', 'hidyg', 'puynn', 'xmudw', 'trqog', 'xvlag', 'sfnqd', 'rhnnn', 'fpqlp', 'zuyow', 'gbwfv', 'ssfcc', 'iprlj']",102500,26688,46,String,sortQuickSort,true,None,2025-02-11 16:41:51
TC_4,"['bnrbb', 'shhhv', 'tykei', 'pbwib', 'vibld', 'lmxfr', 'tjsra', 'ztanf', 'mvxql', 'vilny', 'xsvko', 'tflon', 'pethl', 'rxoly', 'mtxiq', 'lrzrc', 'sfmnr', 'jhwwm', 'lquhi', 'zcuxp', 'efjrh', 'iotzg', 'kutei', 'suzot', 'yfdhr', 'aiqis', 'jypuy', 'obkiu', 'gxjwc', 'qpaov', 'eaxro', 'xpyqh', 'ymait', 'wzdau', 'hidyg', 'puynn', 'xmudw', 'trqog', 'xvlag', 'sfnqd', 'rhnnn', 'fpqlp', 'zuyow', 'gbwfv', 'ssfcc', 'iprlj']",175000,26688,46,String,sortSelectionSort,true,None,2025-02-11 16:41:51
TC_4,"['bnrbb', 'shhhv', 'tykei', 'pbwib', 'vibld', 'lmxfr', 'tjsra', 'ztanf', 'mvxql', 'vilny', 'xsvko', 'tflon', 'pethl', 'rxoly', 'mtxiq', 'lrzrc', 'sfmnr', 'jhwwm', 'lquhi', 'zcuxp', 'efjrh', 'iotzg', 'kutei', 'suzot', 'yfdhr', 'aiqis', 'jypuy', 'obkiu', 'gxjwc', 'qpaov', 'eaxro', 'xpyqh', 'ymait', 'wzdau', 'hidyg', 'puynn', 'xmudw', 'trqog', 'xvlag', 'sfnqd', 'rhnnn', 'fpqlp', 'zuyow', 'gbwfv', 'ssfcc', 'iprlj']",127000,26688,46,String,sortInsertionSort,true,None,2025-02-11 16:41:51
TC_4,"['bnrbb', 'shhhv', 'tykei', 'pbwib', 'vibld', 'lmxfr', 'tjsra', 'ztanf', 'mvxql', 'vilny', 'xsvko', 'tflon', 'pethl', 'rxoly', 'mtxiq', 'lrzrc', 'sfmnr', 'jhwwm', 'lquhi', 'zcuxp', 'efjrh', 'iotzg', 'kutei', 'suzot', 'yfdhr', 'aiqis', 'jypuy', 'obkiu', 'gxjwc', 'qpaov', 'eaxro', 'xpyqh', 'ymait', 'wzdau', 'hidyg', 'puynn', 'xmudw', 'trqog', 'xvlag', 'sfnqd', 'rhnnn', 'fpqlp', 'zuyow', 'gbwfv', 'ssfcc', 'iprlj']",152100,26688,46,String,sortHeapSort,true,None,2025-02-11 16:41:51
TC_4,"['bnrbb', 'shhhv', 'tykei', 'pbwib', 'vibld', 'lmxfr', 'tjsra', 'ztanf', 'mvxql', 'vilny', 'xsvko', 'tflon', 'pethl', 'rxoly', 'mtxiq', 'lrzrc', 'sfmnr', 'jhwwm', 'lquhi', 'zcuxp', 'efjrh', 'iotzg', 'kutei', 'suzot', 'yfdhr', 'aiqis', 'jypuy', 'obkiu', 'gxjwc', 'qpaov', 'eaxro', 'xpyqh', 'ymait', 'wzdau', 'hidyg', 'puynn', 'xmudw', 'trqog', 'xvlag', 'sfnqd', 'rhnnn', 'fpqlp', 'zuyow', 'gbwfv', 'ssfcc', 'iprlj']",174600,26688,46,String,sortMergeSort,true,None,2025-02-11 16:41:51
TC_5,"[548, 325, 91, 699, 567, 578, 58, 411, 270, 31, 238, 509, 66, 624, 691, 669, 119, 46, 701, 403, 577, 853, 340, 962, 533, 341, 91, 383, 230, 625, 668, 656, 427, 111, 408, 420, 369, 530, 995, 195, 351, 824, 886, 748, 180, 981, 934, 765, 880, 482, 505, 379, 925, 335, 490, 57, 55, 80, 94, 263, 259, 390, 801, 22, 865, 458, 380, 588, 591, 870, 325, 337, 73, 449, 692, 24, 601, 730, 877, 108, 385, 203, 195, 213, 162, 57, 466, 343, 603, 654, 381, 193, 823, 24, 618, 589]",473900,26888,96,Numeric,sortBubbleSort,true,None,2025-02-11 16:41:51
TC_5,"[548, 325, 91, 699, 567, 578, 58, 411, 270, 31, 238, 509, 66, 624, 691, 669, 119, 46, 701, 403, 577, 853, 340, 962, 533, 341, 91, 383, 230, 625, 668, 656, 427, 111, 408, 420, 369, 530, 995, 195, 351, 824, 886, 748, 180, 981, 934, 765, 880, 482, 505, 379, 925, 335, 490, 57, 55, 80, 94, 263, 259, 390, 801, 22, 865, 458, 380, 588, 591, 870, 325, 337, 73, 449, 692, 24, 601, 730, 877, 108, 385, 203, 195, 213, 162, 57, 466, 343, 603, 654, 381, 193, 823, 24, 618, 589]",247500,26888,96,Numeric,sortQuickSort,true,None,2025-02-11 16:41:51
TC_5,"[548, 325, 91, 699, 567, 578, 58, 411, 270, 31, 238, 509, 66, 624, 691, 669, 119, 46, 701, 403, 577, 853, 340, 962, 533, 341, 91, 383, 230, 625, 668, 656, 427, 111, 408, 420, 369, 530, 995, 195, 351, 824, 886, 748, 180, 981, 934, 765, 880, 482, 505, 379, 925, 335, 490, 57, 55, 80, 94, 263, 259, 390, 801, 22, 865, 458, 380, 588, 591, 870, 325, 337, 73, 449, 692, 24, 601, 730, 877, 108, 385, 203, 195, 213, 162, 57, 466, 343, 603, 654, 381, 193, 823, 24, 618, 589]",418800,26888,96,Numeric,sortSelectionSort,true,None,2025-02-11 16:41:52
TC_5,"[548, 325, 91, 699, 567, 578, 58, 411, 270, 31, 238, 509, 66, 624, 691, 669, 119, 46, 701, 403, 577, 853, 340, 962, 533, 341, 91, 383, 230, 625, 668, 656, 427, 111, 408, 420, 369, 530, 995, 195, 351, 824, 886, 748, 180, 981, 934, 765, 880, 482, 505, 379, 925, 335, 490, 57, 55, 80, 94, 263, 259, 390, 801, 22, 865, 458, 380, 588, 591, 870, 325, 337, 73, 449, 692, 24, 601, 730, 877, 108, 385, 203, 195, 213, 162, 57, 466, 343, 603, 654, 381, 193, 823, 24, 618, 589]",348700,26888,96,Numeric,sortInsertionSort,true,None,2025-02-11 16:41:52
TC_5,"[548, 325, 91, 699, 567, 578, 58, 411, 270, 31, 238, 509, 66, 624, 691, 669, 119, 46, 701, 403, 577, 853, 340, 962, 533, 341, 91, 383, 230, 625, 668, 656, 427, 111, 408, 420, 369, 530, 995, 195, 351, 824, 886, 748, 180, 981, 934, 765, 880, 482, 505, 379, 925, 335, 490, 57, 55, 80, 94, 263, 259, 390, 801, 22, 865, 458, 380, 588, 591, 870, 325, 337, 73, 449, 692, 24, 601, 730, 877, 108, 385, 203, 195, 213, 162, 57, 466, 343, 603, 654, 381, 193, 823, 24, 618, 589]",272900,26888,96,Numeric,sortHeapSort,true,None,2025-02-11 16:41:52
TC_5,"[548, 325, 91, 699, 567, 578, 58, 411, 270, 31, 238, 509, 66, 624, 691, 669, 119, 46, 701, 403, 577, 853, 340, 962, 533, 341, 91, 383, 230, 625, 668, 656, 427, 111, 408, 420, 369, 530, 995, 195, 351, 824, 886, 748, 180, 981, 934, 765, 880, 482, 505, 379, 925, 335, 490, 57, 55, 80, 94, 263, 259, 390, 801, 22, 865, 458, 380, 588, 591, 870, 325, 337, 73, 449, 692, 24, 601, 730, 877, 108, 385, 203, 195, 213, 162, 57, 466, 343, 603, 654, 381, 193, 823, 24, 618, 589]",277500,26888,96,Numeric,sortMergeSort,true,None,2025-02-11 16:41:52
TC_6,"['ewsrt', 'nuimb', 'xrjmv', 'vrucy', 'kkwav', 'nvfwc', 'weyso', 'eiirn', 'lalja', 'kkuoj', 'moaez', 'zrseh', 'hcbqa', 'fhewu', 'njpbs', 'dubau', 'axejs', 'skbio', 'oguon', 'ozuks', 'rfmyd', 'szomg', 'cxlzq', 'pgvsd', 'yqtot', 'dwtzc', 'tcwjh', 'enudx', 'kekeu', 'lcxjn', 'cgbeg', 'vovsx', 'xhnfn', 'bcawn', 'vxobf', 'tulfq', 'nifsz', 'kalxw', 'knhpr', 'tzerm', 'jpiiz', 'jrqdd', 'ghfrq', 'qhvyr', 'ujrqq', 'hwjrv', 'apshn', 'xpqgw', 'ordnl', 'bfomn', 'rtesd', 'iqxoj', 'dizwb', 'onfol', 'oehqq', 'otdvk', 'gnrhp', 'uoosn']",302300,26736,58,String,sortBubbleSort,true,None,2025-02-11 16:41:52
TC_6,"['ewsrt', 'nuimb', 'xrjmv', 'vrucy', 'kkwav', 'nvfwc', 'weyso', 'eiirn', 'lalja', 'kkuoj', 'moaez', 'zrseh', 'hcbqa', 'fhewu', 'njpbs', 'dubau', 'axejs', 'skbio', 'oguon', 'ozuks', 'rfmyd', 'szomg', 'cxlzq', 'pgvsd', 'yqtot', 'dwtzc', 'tcwjh', 'enudx', 'kekeu', 'lcxjn', 'cgbeg', 'vovsx', 'xhnfn', 'bcawn', 'vxobf', 'tulfq', 'nifsz', 'kalxw', 'knhpr', 'tzerm', 'jpiiz', 'jrqdd', 'ghfrq', 'qhvyr', 'ujrqq', 'hwjrv', 'apshn', 'xpqgw', 'ordnl', 'bfomn', 'rtesd', 'iqxoj', 'dizwb', 'onfol', 'oehqq', 'otdvk', 'gnrhp', 'uoosn']",194800,26736,58,String,sortQuickSort,true,None,2025-02-11 16:41:52
TC_6,"['ewsrt', 'nuimb', 'xrjmv', 'vrucy', 'kkwav', 'nvfwc', 'weyso', 'eiirn', 'lalja', 'kkuoj', 'moaez', 'zrseh', 'hcbqa', 'fhewu', 'njpbs', 'dubau', 'axejs', 'skbio', 'oguon', 'ozuks', 'rfmyd', 'szomg', 'cxlzq', 'pgvsd', 'yqtot', 'dwtzc', 'tcwjh', 'enudx', 'kekeu', 'lcxjn', 'cgbeg', 'vovsx', 'xhnfn', 'bcawn', 'vxobf', 'tulfq', 'nifsz', 'kalxw', 'knhpr', 'tzerm', 'jpiiz', 'jrqdd', 'ghfrq', 'qhvyr', 'ujrqq', 'hwjrv', 'apshn', 'xpqgw', 'ordnl', 'bfomn', 'rtesd', 'iqxoj', 'dizwb', 'onfol', 'oehqq', 'otdvk', 'gnrhp', 'uoosn']",230400,26736,58,String,sortSelectionSort,true,None,2025-02-11 16:41:52
TC_6,"['ewsrt', 'nuimb', 'xrjmv', 'vrucy', 'kkwav', 'nvfwc', 'weyso', 'eiirn', 'lalja', 'kkuoj', 'moaez', 'zrseh', 'hcbqa', 'fhewu', 'njpbs', 'dubau', 'axejs', 'skbio', 'oguon', 'ozuks', 'rfmyd', 'szomg', 'cxlzq', 'pgvsd', 'yqtot', 'dwtzc', 'tcwjh', 'enudx', 'kekeu', 'lcxjn', 'cgbeg', 'vovsx', 'xhnfn', 'bcawn', 'vxobf', 'tulfq', 'nifsz', 'kalxw', 'knhpr', 'tzerm', 'jpiiz', 'jrqdd', 'ghfrq', 'qhvyr', 'ujrqq', 'hwjrv', 'apshn', 'xpqgw', 'ordnl', 'bfomn', 'rtesd', 'iqxoj', 'dizwb', 'onfol', 'oehqq', 'otdvk', 'gnrhp', 'uoosn']",267500,26736,58,String,sortInsertionSort,true,None,2025-02-11 16:41:52
TC_6,"['ewsrt', 'nuimb', 'xrjmv', 'vrucy', 'kkwav', 'nvfwc', 'weyso', 'eiirn', 'lalja', 'kkuoj', 'moaez', 'zrseh', 'hcbqa', 'fhewu', 'njpbs', 'dubau', 'axejs', 'skbio', 'oguon', 'ozuks', 'rfmyd', 'szomg', 'cxlzq', 'pgvsd', 'yqtot', 'dwtzc', 'tcwjh', 'enudx', 'kekeu', 'lcxjn', 'cgbeg', 'vovsx', 'xhnfn', 'bcawn', 'vxobf', 'tulfq', 'nifsz', 'kalxw', 'knhpr', 'tzerm', 'jpiiz', 'jrqdd', 'ghfrq', 'qhvyr', 'ujrqq', 'hwjrv', 'apshn', 'xpqgw', 'ordnl', 'bfomn', 'rtesd', 'iqxoj', 'dizwb', 'onfol', 'oehqq', 'otdvk', 'gnrhp', 'uoosn']",197600,26736,58,String,sortHeapSort,true,None,2025-02-11 16:41:52
TC_6,"['ewsrt', 'nuimb', 'xrjmv', 'vrucy', 'kkwav', 'nvfwc', 'weyso', 'eiirn', 'lalja', 'kkuoj', 'moaez', 'zrseh', 'hcbqa', 'fhewu', 'njpbs', 'dubau', 'axejs', 'skbio', 'oguon', 'ozuks', 'rfmyd', 'szomg', 'cxlzq', 'pgvsd', 'yqtot', 'dwtzc', 'tcwjh', 'enudx', 'kekeu', 'lcxjn', 'cgbeg', 'vovsx', 'xhnfn', 'bcawn', 'vxobf', 'tulfq', 'nifsz', 'kalxw', 'knhpr', 'tzerm', 'jpiiz', 'jrqdd', 'ghfrq', 'qhvyr', 'ujrqq', 'hwjrv', 'apshn', 'xpqgw', 'ordnl', 'bfomn', 'rtesd', 'iqxoj', 'dizwb', 'onfol', 'oehqq', 'otdvk', 'gnrhp', 'uoosn']",254200,26736,58,String,sortMergeSort,true,None,2025-02-11 16:41:52
TC_7,"['ffzlf', 'noypz', 'zxotn', 'gympl', 'tsugs', 'wuwbb', 'cjevw', 'xntpo', 'pfvas', 'hidrs', 'fkwei', 'eigwu', 'rqjto', 'utzvj', 'xnfnd', 'abyfi', 'hedvj', 'isfhi', 'pnnpn', 'semzp', 'umtng', 'grmgo', 'uxemi', 'nyqax', 'xvdnj', 'qnuyb', 'ijfeb', 'gkvat', 'fmqpv', 'rvukl', 'yjxtl', 'dmoaa', 'soqzb', 'ephoy', 'mgkff', 'fpfpp', 'tdxys', 'kznwz', 'ajcft', 'cdedp', 'pufew', 'dtstt', 'darli', 'dqdjy', 'qvrrg', 'rstgz', 'btcol', 'oyecl', 'vcvjy', 'wzbjk', 'fjmql', 'ufguw', 'qfejq', 'ktdlz', 'nyqsq', 'gxvqo', 'vgnvk', 'zgrqu', 'cztkm', 'jasno', 'ugsbl', 'dwgoj', 'oxgkf', 'eagyn', 'dnewe', 'qvoxv', 'hxjsg', 'hgpsu', 'jxtsp', 'togdx', 'bhngd', 'rczvp', 'mzurk', 'tamoj', 'ahwvt', 'seugv', 'akxnx', 'rhqyg', 'addwy', 'evwlt']",394900,26824,80,String,sortBubbleSort,true,None,2025-02-11 16:41:52
TC_7,"['ffzlf', 'noypz', 'zxotn', 'gympl', 'tsugs', 'wuwbb', 'cjevw', 'xntpo', 'pfvas', 'hidrs', 'fkwei', 'eigwu', 'rqjto', 'utzvj', 'xnfnd', 'abyfi', 'hedvj', 'isfhi', 'pnnpn', 'semzp', 'umtng', 'grmgo', 'uxemi', 'nyqax', 'xvdnj', 'qnuyb', 'ijfeb', 'gkvat', 'fmqpv', 'rvukl', 'yjxtl', 'dmoaa', 'soqzb', 'ephoy', 'mgkff', 'fpfpp', 'tdxys', 'kznwz', 'ajcft', 'cdedp', 'pufew', 'dtstt', 'darli', 'dqdjy', 'qvrrg', 'rstgz', 'btcol', 'oyecl', 'vcvjy', 'wzbjk', 'fjmql', 'ufguw', 'qfejq', 'ktdlz', 'nyqsq', 'gxvqo', 'vgnvk', 'zgrqu', 'cztkm', 'jasno', 'ugsbl', 'dwgoj', 'oxgkf', 'eagyn', 'dnewe', 'qvoxv', 'hxjsg', 'hgpsu', 'jxtsp', 'togdx', 'bhngd', 'rczvp', 'mzurk', 'tamoj', 'ahwvt', 'seugv', 'akxnx', 'rhqyg', 'addwy', 'evwlt']",137800,26824,80,String,sortQuickSort,true,None,2025-02-11 16:41:52
TC_7,"['ffzlf', 'noypz', 'zxotn', 'gympl', 'tsugs', 'wuwbb', 'cjevw', 'xntpo', 'pfvas', 'hidrs', 'fkwei', 'eigwu', 'rqjto', 'utzvj', 'xnfnd', 'abyfi', 'hedvj', 'isfhi', 'pnnpn', 'semzp', 'umtng', 'grmgo', 'uxemi', 'nyqax', 'xvdnj', 'qnuyb', 'ijfeb', 'gkvat', 'fmqpv', 'rvukl', 'yjxtl', 'dmoaa', 'soqzb', 'ephoy', 'mgkff', 'fpfpp', 'tdxys', 'kznwz', 'ajcft', 'cdedp', 'pufew', 'dtstt', 'darli', 'dqdjy', 'qvrrg', 'rstgz', 'btcol', 'oyecl', 'vcvjy', 'wzbjk', 'fjmql', 'ufguw', 'qfejq', 'ktdlz', 'nyqsq', 'gxvqo', 'vgnvk', 'zgrqu', 'cztkm', 'jasno', 'ugsbl', 'dwgoj', 'oxgkf', 'eagyn', 'dnewe', 'qvoxv', 'hxjsg', 'hgpsu', 'jxtsp', 'togdx', 'bhngd', 'rczvp', 'mzurk', 'tamoj', 'ahwvt', 'seugv', 'akxnx', 'rhqyg', 'addwy', 'evwlt']",236600,26824,80,String,sortSelectionSort,true,None,2025-02-11 16:41:52
TC_7,"['ffzlf', 'noypz', 'zxotn', 'gympl', 'tsugs', 'wuwbb', 'cjevw', 'xntpo', 'pfvas', 'hidrs', 'fkwei', 'eigwu', 'rqjto', 'utzvj', 'xnfnd', 'abyfi', 'hedvj', 'isfhi', 'pnnpn', 'semzp', 'umtng', 'grmgo', 'uxemi', 'nyqax', 'xvdnj', 'qnuyb', 'ijfeb', 'gkvat', 'fmqpv', 'rvukl', 'yjxtl', 'dmoaa', 'soqzb', 'ephoy', 'mgkff', 'fpfpp', 'tdxys', 'kznwz', 'ajcft', 'cdedp', 'pufew', 'dtstt', 'darli', 'dqdjy', 'qvrrg', 'rstgz', 'btcol', 'oyecl', 'vcvjy', 'wzbjk', 'fjmql', 'ufguw', 'qfejq', 'ktdlz', 'nyqsq', 'gxvqo', 'vgnvk', 'zgrqu', 'cztkm', 'jasno', 'ugsbl', 'dwgoj', 'oxgkf', 'eagyn', 'dnewe', 'qvoxv', 'hxjsg', 'hgpsu', 'jxtsp', 'togdx', 'bhngd', 'rczvp', 'mzurk', 'tamoj', 'ahwvt', 'seugv', 'akxnx', 'rhqyg', 'addwy', 'evwlt']",206500,26824,80,String,sortInsertionSort,true,None,2025-02-11 16:41:52
